name;description
CCS - СЕЯЛКА;1720 CCS Stack-Fold Planter - PC9900
1720 - СЕЯЛКА;1720 CCS Stack-Fold Planter - PC9900
1720 - СЕЯЛКА;1720 Stack-Fold Planter - PC2538
1725 - СЕЯЛКА;1725 Stack Fold Planter (S.N. 760101- ) - PC12232
1730 - СЕЯЛКА;1730 Narrow Row Integral Planter - PC2534
1735 - СЕЯЛКА;1735 Narrow Row Integral Planter (S.N. 760101- ) - PC12235
Part Master;HYDRAULIC HOSE, 1765 PB RET
60 - ТЕЛЕЖКА, СЕМЕНА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1760 - СЕЯЛКА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1760 - ТЕЛЕЖКА, СЕМЕНА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
60 - СЕЯЛКА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1765 - СЕЯЛКА;1765 Drawn Conservation Planter (S.N. 760101- ) - PC12237
1765NT - СЕЯЛКА;1765NT Conservation Planter (S.N. 760101- ) - PC12238
DB60 - СЕЯЛКА;DB60 Planter (24 Rows, 30-Inch Spacing) (S.N. 755101-794100)(North America Edition) - PC12614
DB60 - СЕЯЛКА;DB60 Planter (36 Rows, 20 Inch Spacing) (S.N. 755101-794100) - PC12616
DB60 - СЕЯЛКА;DB60 Split Row Planter (24/47 or 48 Rows, 30/15 Inch Spacing)(S.N. 755101-794100) - PC12615
1780 - СЕЯЛКА;1780 MAXEMERGE PLUS Narrow Rigid Drawn Conservation Planter, 4, 6 and 8 Row (Russian) - PC2535
1785 - СЕЯЛКА;1785 Narrow Row Planter (S.N. 760101- )(Russian) - PC12241
1700 - СЕЯЛКА;1700 Integral Planter - PC2530
1705 - СЕЯЛКА;1705 Integral Planter (S.N. 760101- )(Russian) - PC12229
CCS - СЕЯЛКА;1720 CCS Stack-Fold Planter - PC9900
1720 - СЕЯЛКА;1720 CCS Stack-Fold Planter - PC9900
1720 - СЕЯЛКА;1720 Stack-Fold Planter - PC2538
1725 - СЕЯЛКА;1725 Stack Fold Planter (S.N. 760101- ) - PC12232
1730 - СЕЯЛКА;1730 Narrow Row Integral Planter - PC2534
1735 - СЕЯЛКА;1735 Narrow Row Integral Planter (S.N. 760101- ) - PC12235
Part Master;HYDRAULIC HOSE, 1765 PB PRE
60 - ТЕЛЕЖКА, СЕМЕНА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1760 - СЕЯЛКА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1760 - ТЕЛЕЖКА, СЕМЕНА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
60 - СЕЯЛКА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1765 - СЕЯЛКА;1765 Drawn Conservation Planter (S.N. 760101- ) - PC12237
1765NT - СЕЯЛКА;1765NT Conservation Planter (S.N. 760101- ) - PC12238
1780 - СЕЯЛКА;1780 MAXEMERGE PLUS Narrow Rigid Drawn Conservation Planter, 4, 6 and 8 Row (Russian) - PC2535
1785 - СЕЯЛКА;1785 Narrow Row Planter (S.N. 760101- )(Russian) - PC12241
1700 - СЕЯЛКА;1700 Integral Planter - PC2530
1705 - СЕЯЛКА;1705 Integral Planter (S.N. 760101- )(Russian) - PC12229
24-ROW - СЕЯЛКА;1770NT 24-Row Planter - PC9328
1770NT - СЕЯЛКА;1770NT 24-Row Planter - PC9328
1775NT - СЕЯЛКА;1775NT Narrow Transport 24-Row Planter (S.N. 760101-794100) - PC12249
CCS - СЕЯЛКА;1775NT Narrow Transport 24-Row Planter (S.N. 760101-794100) - PC12249
1775NT - СЕЯЛКА;1775NT Narrow Transport 24-Row Planter (S.N. 794101- )(Russian) - PC16141
1795 - СЕЯЛКА;1795 Front Fold Planter (23/24/31/32 Rows, 15-Inch Spacing)(24 Rows, 20-Inch Spacing)(S.N. 760101-794100) - PC12242
1720 - СЕЯЛКА;1720 CCS Twin Row Planter - PC10678
1720 - СЕЯЛКА;1720 Stack-Fold Planter - PC2538
1725 - СЕЯЛКА;1725 Stack Fold Planter (S.N. 760101- ) - PC12232
1770NT - СЕЯЛКА;1770NT 16-Row Planter - PC9148
16-ROW - СЕЯЛКА;1770NT 16-Row Planter - PC9148
1730 - СЕЯЛКА;1730 Narrow Row Integral Planter - PC2534
1735 - СЕЯЛКА;1735 Narrow Row Integral Planter (S.N. 760101- ) - PC12235
60 - ТЕЛЕЖКА, СЕМЕНА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1760 - СЕЯЛКА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1760 - ТЕЛЕЖКА, СЕМЕНА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
60 - СЕЯЛКА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1765 - СЕЯЛКА;1765 Drawn Conservation Planter (S.N. 760101- ) - PC12237
1765NT - СЕЯЛКА;1765NT Conservation Planter (S.N. 760101- ) - PC12238
Part Master;HYDRAULIC HOSE, 1765 LOAD S
1780 - СЕЯЛКА;1780 MAXEMERGE PLUS Narrow Rigid Drawn Conservation Planter, 4, 6 and 8 Row (Russian) - PC2535
1785 - СЕЯЛКА;1785 Narrow Row Planter (S.N. 760101- )(Russian) - PC12241
1700 - СЕЯЛКА;1700 Integral Planter - PC2530
1705 - СЕЯЛКА;1705 Integral Planter (S.N. 760101- )(Russian) - PC12229
1700 - СЕЯЛКА;1700 Integral Planter - PC2530
1705 - СЕЯЛКА;1705 Integral Planter (S.N. 760101- )(Russian) - PC12229
CCS - СЕЯЛКА;1720 CCS Stack-Fold Planter - PC9900
1720 - СЕЯЛКА;1720 CCS Stack-Fold Planter - PC9900
1720 - СЕЯЛКА;1720 Stack-Fold Planter - PC2538
1725 - СЕЯЛКА;1725 Stack Fold Planter (S.N. 760101- ) - PC12232
CCS - СЕЯЛКА;1720 CCS Stack-Fold Planter - PC9900
1720 - СЕЯЛКА;1720 CCS Stack-Fold Planter - PC9900
1720 - СЕЯЛКА;1720 Stack-Fold Planter - PC2538
1725 - СЕЯЛКА;1725 Stack Fold Planter (S.N. 760101- ) - PC12232
1720 - СЕЯЛКА;1720 Stack-Fold Planter - PC2538
1725 - СЕЯЛКА;1725 Stack Fold Planter (S.N. 760101- ) - PC12232
1720 - СЕЯЛКА;1720 Stack-Fold Planter - PC2538
1725 - СЕЯЛКА;1725 Stack Fold Planter (S.N. 760101- ) - PC12232
1730 - СЕЯЛКА;1730 Narrow Row Integral Planter - PC2534
1735 - СЕЯЛКА;1735 Narrow Row Integral Planter (S.N. 760101- ) - PC12235
1730 - СЕЯЛКА;1730 Narrow Row Integral Planter - PC2534
1735 - СЕЯЛКА;1735 Narrow Row Integral Planter (S.N. 760101- ) - PC12235
1730 - СЕЯЛКА;1730 Narrow Row Integral Planter - PC2534
1735 - СЕЯЛКА;1735 Narrow Row Integral Planter (S.N. 760101- ) - PC12235
1750 - СЕЯЛКА;1750 Conservation Planter (4, 6 and 8 Row) - PC2529
1755 - СЕЯЛКА;1755 Conservation Planter (S.N. 760101 - 790100) - PC12236
1780 - СЕЯЛКА;1780 MAXEMERGE PLUS Narrow Rigid Drawn Conservation Planter, 4, 6 and 8 Row (Russian) - PC2535
1785 - СЕЯЛКА;1785 Narrow Row Planter (S.N. 760101- )(Russian) - PC12241
1700 - СЕЯЛКА;1700 Integral Planter - PC2530
1705 - СЕЯЛКА;1705 Integral Planter (S.N. 760101- )(Russian) - PC12229
1775NT - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 760101-794100) - PC12240
CCS - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 760101-794100) - PC12240
1775NT - СЕЯЛКА;1775NT Narrow Transport 16-Row Planter (S.N. 760101-794100) - PC12248
CCS - СЕЯЛКА;1775NT Narrow Transport 16-Row Planter (S.N. 760101-794100) - PC12248
1700 - СЕЯЛКА;1700 Integral Planter - PC2530
1705 - СЕЯЛКА;1705 Integral Planter (S.N. 760101- )(Russian) - PC12229
CCS - СЕЯЛКА;1720 CCS Stack-Fold Planter - PC9900
1720 - СЕЯЛКА;1720 CCS Stack-Fold Planter - PC9900
1720 - СЕЯЛКА;1720 Stack-Fold Planter - PC2538
1725 - СЕЯЛКА;1725 Stack Fold Planter (S.N. 760101- ) - PC12232
CCS - СЕЯЛКА;1720 CCS Stack-Fold Planter - PC9900
1720 - СЕЯЛКА;1720 CCS Stack-Fold Planter - PC9900
1720 - СЕЯЛКА;1720 Stack-Fold Planter - PC2538
1725 - СЕЯЛКА;1725 Stack Fold Planter (S.N. 760101- ) - PC12232
1720 - СЕЯЛКА;1720 CCS Twin Row Planter - PC10678
1720 - СЕЯЛКА;1720 Stack-Fold Planter - PC2538
1725 - СЕЯЛКА;1725 Stack Fold Planter (S.N. 760101- ) - PC12232
1770NT - СЕЯЛКА;1770NT 16-Row Planter - PC9148
16-ROW - СЕЯЛКА;1770NT 16-Row Planter - PC9148
1720 - СЕЯЛКА;1720 CCS Twin Row Planter - PC10678
1720 - СЕЯЛКА;1720 Stack-Fold Planter - PC2538
1725 - СЕЯЛКА;1725 Stack Fold Planter (S.N. 760101- ) - PC12232
1770NT - СЕЯЛКА;1770NT 16-Row Planter - PC9148
16-ROW - СЕЯЛКА;1770NT 16-Row Planter - PC9148
1730 - СЕЯЛКА;1730 Narrow Row Integral Planter - PC2534
1735 - СЕЯЛКА;1735 Narrow Row Integral Planter (S.N. 760101- ) - PC12235
1730 - СЕЯЛКА;1730 Narrow Row Integral Planter - PC2534
1735 - СЕЯЛКА;1735 Narrow Row Integral Planter (S.N. 760101- ) - PC12235
1730 - СЕЯЛКА;1730 Narrow Row Integral Planter - PC2534
1735 - СЕЯЛКА;1735 Narrow Row Integral Planter (S.N. 760101- ) - PC12235
1750 - СЕЯЛКА;1750 Conservation Planter (4, 6 and 8 Row) - PC2529
1755 - СЕЯЛКА;1755 Conservation Planter (S.N. 760101 - 790100) - PC12236
24-ROW - СЕЯЛКА;1770NT 24-Row Planter - PC9328
1770NT - СЕЯЛКА;1770NT 24-Row Planter - PC9328
1775NT - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 760101-794100) - PC12240
CCS - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 760101-794100) - PC12240
1775NT - СЕЯЛКА;1775NT Narrow Transport 24-Row Planter (S.N. 760101-794100) - PC12249
CCS - СЕЯЛКА;1775NT Narrow Transport 24-Row Planter (S.N. 760101-794100) - PC12249
1775NT - СЕЯЛКА;1775NT Narrow Transport 24-Row Planter (S.N. 794101- )(Russian) - PC16141
1795 - СЕЯЛКА;1795 Front Fold Planter (23/24/31/32 Rows, 15-Inch Spacing)(24 Rows, 20-Inch Spacing)(S.N. 760101-794100) - PC12242
60 - ТЕЛЕЖКА, СЕМЕНА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1760 - СЕЯЛКА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1760 - ТЕЛЕЖКА, СЕМЕНА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
60 - СЕЯЛКА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1765 - СЕЯЛКА;1765 Drawn Conservation Planter (S.N. 760101- ) - PC12237
1765NT - СЕЯЛКА;1765NT Conservation Planter (S.N. 760101- ) - PC12238
1720 - СЕЯЛКА;1720 Stack-Fold Planter - PC2538
CCS - СЕЯЛКА;1725 CCS Stack Fold Planter (S.N. 760101- ) - PC12233
1725 - СЕЯЛКА;1725 CCS Stack Fold Planter (S.N. 760101- ) - PC12233
1780 - СЕЯЛКА;1780 MAXEMERGE PLUS Narrow Rigid Drawn Conservation Planter, 4, 6 and 8 Row (Russian) - PC2535
1785 - СЕЯЛКА;1785 Narrow Row Planter (S.N. 760101- )(Russian) - PC12241
CCS - СЕЯЛКА;1720 CCS Stack-Fold Planter - PC9900
1720 - СЕЯЛКА;1720 CCS Stack-Fold Planter - PC9900
1720 - СЕЯЛКА;1720 Stack-Fold Planter - PC2538
1725 - СЕЯЛКА;1725 Stack Fold Planter (S.N. 760101- ) - PC12232
1700 - СЕЯЛКА;1700 Integral Planter - PC2530
1705 - СЕЯЛКА;1705 Integral Planter (S.N. 760101- )(Russian) - PC12229
CCS - СЕЯЛКА;1720 CCS Stack-Fold Planter - PC9900
1720 - СЕЯЛКА;1720 CCS Stack-Fold Planter - PC9900
1720 - СЕЯЛКА;1720 Stack-Fold Planter - PC2538
CCS - СЕЯЛКА;1725 CCS Stack Fold Planter (S.N. 760101- ) - PC12233
1725 - СЕЯЛКА;1725 CCS Stack Fold Planter (S.N. 760101- ) - PC12233
1725 - СЕЯЛКА;1725 Stack Fold Planter (S.N. 760101- ) - PC12232
1725C - СЕЯЛКА;1725C Planter - PC12979
1730 - СЕЯЛКА;1730 Narrow Row Integral Planter - PC2534
1735 - СЕЯЛКА;1735 Narrow Row Integral Planter (S.N. 760101- ) - PC12235
1750 - СЕЯЛКА;1750 Conservation Planter (4, 6 and 8 Row) - PC2529
1755 - СЕЯЛКА;1755 Conservation Planter (S.N. 760101 - 790100) - PC12236
60 - ТЕЛЕЖКА, СЕМЕНА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1760 - СЕЯЛКА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1760 - ТЕЛЕЖКА, СЕМЕНА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
60 - СЕЯЛКА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1765 - СЕЯЛКА;1765 Drawn Conservation Planter (S.N. 760101- ) - PC12237
1765NT - СЕЯЛКА;1765NT Conservation Planter (S.N. 760101- ) - PC12238
1770 - СЕЯЛКА;1770 12-Row Narrow Planter and 60 Seed Cart - PC2511
60 - СЕЯЛКА;1770 12-Row Narrow Planter and 60 Seed Cart - PC2511
60 - ТЕЛЕЖКА, СЕМЕНА;1770 12-Row Narrow Planter and 60 Seed Cart - PC2511
1770 - ТЕЛЕЖКА, СЕМЕНА;1770 12-Row Narrow Planter and 60 Seed Cart - PC2511
1775 - СЕЯЛКА;1775 Flex-Fold Planter (S.N. 760101- ) - PC12239
1775NT - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 760101-794100) - PC12240
CCS - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 760101-794100) - PC12240
1775NT - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 794101- )(Russian) - PC16139
1775NT - СЕЯЛКА;1775NT Narrow Transport 16-Row Planter (S.N. 760101-794100) - PC12248
CCS - СЕЯЛКА;1775NT Narrow Transport 16-Row Planter (S.N. 760101-794100) - PC12248
1775NT - СЕЯЛКА;1775NT Narrow Transport 16-Row Planter (S.N. 794101- )(Russian) - PC16140
1775NT - СЕЯЛКА;1775NT Narrow Transport 24-Row Planter (S.N. 760101-794100) - PC12249
CCS - СЕЯЛКА;1775NT Narrow Transport 24-Row Planter (S.N. 760101-794100) - PC12249
1775NT - СЕЯЛКА;1775NT Narrow Transport 24-Row Planter (S.N. 794101- )(Russian) - PC16141
1780 - СЕЯЛКА;1780 MAXEMERGE PLUS Narrow Rigid Drawn Conservation Planter, 4, 6 and 8 Row (Russian) - PC2535
1785 - СЕЯЛКА;1785 Narrow Row Planter (S.N. 760101- )(Russian) - PC12241
1795 - СЕЯЛКА;1795 Front Fold Planter (23/24 Rows, 15-Inch Spacing)(S.N. 794101- )(Russian) - PC16142
1795 - СЕЯЛКА;1795 Front Fold Planter (23/24/31/32 Rows, 15-Inch Spacing)(24 Rows, 20-Inch Spacing)(S.N. 760101-794100) - PC12242
1795 - СЕЯЛКА;1795 Front Fold Planter (24 Rows, 20-Inch Spacing)(S.N. 794101- )(Russian) - PC16144
1795 - СЕЯЛКА;1795 Front Fold Planter (31/32 Rows, 15-Inch Spacing)(S.N. 794101- )(Russian) - PC16143
CCS - СЕЯЛКА;DB120 Planter (48 Row, 30-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12690
DB120 - СЕЯЛКА;DB120 Planter (48 Row, 30-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12690
DB120 - СЕЯЛКА;DB120 Planter (48 Rows, 30-Inch Spacing)(S.N. 794101- )(Russian) - PC16155
DB37 - СЕЯЛКА;DB37 Planter (16 Rows, 70cm spacing) (Russian) - PC10774
DB37 - СЕЯЛКА;DB37 Planter (24 Rows, 45cm spacing) (Russian) - PC10775
CCS - СЕЯЛКА;DB44 Planter (24 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12685
DB44 - СЕЯЛКА;DB44 Planter (24 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12685
DB44 - СЕЯЛКА;DB44 Planter (24 Rows, 22-Inch Spacing)(S.N. 794101- )(Russian) - PC16152
DB60 - СЕЯЛКА;DB60 Planter (24 Rows, 30 Inch Spacing)(S.N. 794101- )(Russian) - PC16145
DB60 - СЕЯЛКА;DB60 Planter (24 Rows, 30-Inch Spacing) (S.N. 755101-794100)(North America Edition) - PC12614
DB60 - СЕЯЛКА;DB60 Planter (24/47 or 48 Rows, 30/15-Inch Spacing)(S.N. 794101- )(Russian) - PC16147
DB60 - СЕЯЛКА;DB60 Planter (36 Rows, 20 Inch Spacing) (S.N. 755101-794100) - PC12616
DB60 - СЕЯЛКА;DB60 Planter (36 Rows, 20 Inch Spacing)(S.N. 794101- )(Russian) - PC16146
DB60 - СЕЯЛКА;DB60 Planter (36 Rows, 20-Inch Spacing) (S.N. -750999) (North American Edition) - PC10770
DB - СЕЯЛКА;DB60 Planter (36 Rows, 20-Inch Spacing) (S.N. -750999) (North American Edition) - PC10770
DB60 - СЕЯЛКА;DB60 Split Row Planter (24/47 or 48 Rows, 30/15 Inch Spacing)(S.N. 755101-794100) - PC12615
DB60 - СЕЯЛКА;DB60 Split Row Planter (24/47 Rows, 30/15 Inch Spacing) (S.N. -750999) - PC10771
CCS - СЕЯЛКА;DB66 Planter (36 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12686
DB66 - СЕЯЛКА;DB66 Planter (36 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12686
DB66 - СЕЯЛКА;DB66 Planter (36 Rows, 22-Inch Spacing)(S.N. 794101- )(Russian) - PC16153
DB80 - СЕЯЛКА;DB80 Planter (32 Rows, 30-in spacing)(Russia Edition)(Russian) - PC10858
DB80 - СЕЯЛКА;DB80 Planter (32 Rows, 30-Inch Spacing)(S.N. 794101- )(Russian) - PC16148
DB80 - СЕЯЛКА;DB80 Planter (48 Rows, 20-Inch Spacing)(S.N. 794101- )(Russian) - PC16149
CCS - СЕЯЛКА;DB80 Planter (48/32 Row, 20/30-Inch Spacing)(S.N. 755101- )(North America Edition) - PC13224
DB80 - СЕЯЛКА;DB80 Planter (48/32 Row, 20/30-Inch Spacing)(S.N. 755101- )(North America Edition) - PC13224
CCS - СЕЯЛКА;DB88 Planter (48 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12689
DB88 - СЕЯЛКА;DB88 Planter (48 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12689
DB88 - СЕЯЛКА;DB88 Planter (48 Rows, 22-Inch Spacing)(S.N. 794101- )(Russian) - PC16154
CCS - СЕЯЛКА;DB90 Planter (36 Rows, 30-Inch Spacing)(S.N. 755101-794100)(North America Edition) - PC12684
DB90 - СЕЯЛКА;DB90 Planter (36 Rows, 30-Inch Spacing)(S.N. 755101-794100)(North America Edition) - PC12684
DB90 - СЕЯЛКА;DB90 Planter (36 Rows, 30-Inch Spacing)(S.N. 794101- )(Russian) - PC16150
DB90 - СЕЯЛКА;DB90 Planter (54 Rows, 20-Inch Spacing)(S.N. 755101-794100)(North America Edition) - PC12800
CCS - СЕЯЛКА;DB90 Planter (54 Rows, 20-Inch Spacing)(S.N. 755101-794100)(North America Edition) - PC12800
DB90 - СЕЯЛКА;DB90 Planter (54 Rows, 20-Inch Spacing)(S.N. 794101- )(Russian) - PC16151
DB90 - СЕЯЛКА;DB90 Planter (55/61 Rows, 50/45cm Spacing)(S.N. 130100-140099)(South America Edition) - PC13766
DB90 - СЕЯЛКА;DB90 Planter (55/61 Rows, 50/45cm Spacing)(S.N. 140100- )(South America Edition) - PC16195
DR12 - СЕЯЛКА;Deere Orthman Planter (DR12, DR16, DR18, DR24)(S.N. 760101- ) - PC12244
DR18 - СЕЯЛКА;Deere Orthman Planter (DR12, DR16, DR18, DR24)(S.N. 760101- ) - PC12244
CCS - СЕЯЛКА;Deere Orthman Planter (DR12, DR16, DR18, DR24)(S.N. 760101- ) - PC12244
DR24 - СЕЯЛКА;Deere Orthman Planter (DR12, DR16, DR18, DR24)(S.N. 760101- ) - PC12244
DR16 - СЕЯЛКА;Deere Orthman Planter (DR12, DR16, DR18, DR24)(S.N. 760101- ) - PC12244
DL12 - СЕЯЛКА;DL12 and DL16 Planters (Rovic Leers)(South Africa Edition) - PC16407
DL16 - СЕЯЛКА;DL12 and DL16 Planters (Rovic Leers)(South Africa Edition) - PC16407
CCS - СЕЯЛКА;1725 CCS Stack Fold Planter (S.N. 760101- ) - PC12233
1725 - СЕЯЛКА;1725 CCS Stack Fold Planter (S.N. 760101- ) - PC12233
1725C - СЕЯЛКА;1725C Planter - PC12979
1725NT - СЕЯЛКА;1725NT Narrow Transport Planter (North America Edition) - PC12869
1775NT - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 794101- )(Russian) - PC16139
1775NT - СЕЯЛКА;1775NT Narrow Transport 16-Row Planter (S.N. 794101- )(Russian) - PC16140
1775NT - СЕЯЛКА;1775NT Narrow Transport 24-Row Planter (S.N. 794101- )(Russian) - PC16141
1795 - СЕЯЛКА;1795 Front Fold Planter (23/24 Rows, 15-Inch Spacing)(S.N. 794101- )(Russian) - PC16142
1795 - СЕЯЛКА;1795 Front Fold Planter (24 Rows, 20-Inch Spacing)(S.N. 794101- )(Russian) - PC16144
1795 - СЕЯЛКА;1795 Front Fold Planter (31/32 Rows, 15-Inch Spacing)(S.N. 794101- )(Russian) - PC16143
DB37 - СЕЯЛКА;DB37 Planter (16 Rows, 70cm spacing) (Russian) - PC10774
DB37 - СЕЯЛКА;DB37 Planter (24 Rows, 45cm spacing) (Russian) - PC10775
DB44 - СЕЯЛКА;DB44 Planter (24 Rows, 22-Inch Spacing)(S.N. 794101- )(Russian) - PC16152
DB55 - СЕЯЛКА;DB55 Planter (24 Rows, 70cm spacing) (Russian) - PC10776
DB60 - СЕЯЛКА;DB60 Planter (24 Rows, 30 Inch Spacing)(S.N. 794101- )(Russian) - PC16145
DB60 - СЕЯЛКА;DB60 Planter (24/47 or 48 Rows, 30/15-Inch Spacing)(S.N. 794101- )(Russian) - PC16147
DB60 - СЕЯЛКА;DB60 Planter (36 Rows, 20 Inch Spacing)(S.N. 794101- )(Russian) - PC16146
DB - СЕЯЛКА;DB62 Planter (36 Rows, 52.5cm Spacing) - PC10772
DB62 - СЕЯЛКА;DB62 Planter (36 Rows, 52.5cm Spacing) - PC10772
DB66 - СЕЯЛКА;DB66 Planter (36 Rows, 22-Inch Spacing)(S.N. 794101- )(Russian) - PC16153
DB74 - СЕЯЛКА;DB74 Planter (32 Rows, 70cm Spacing)(Russian) - PC10778
DB80 - СЕЯЛКА;DB80 Planter (32 Rows, 30-Inch Spacing)(S.N. 794101- )(Russian) - PC16148
DB80 - СЕЯЛКА;DB80 Planter (48 Rows, 20-Inch Spacing)(S.N. 794101- )(Russian) - PC16149
DB83 - СЕЯЛКА;DB83 Planter (48 Rows, 52.5cm Spacing) - PC10773
DB - СЕЯЛКА;DB83 Planter (48 Rows, 52.5cm Spacing) - PC10773
DB88 - СЕЯЛКА;DB88 Planter (48 Rows, 22-Inch Spacing)(S.N. 794101- )(Russian) - PC16154
DB90 - СЕЯЛКА;DB90 Planter (36 Rows, 30-Inch Spacing)(S.N. 794101- )(Russian) - PC16150
DR12 - СЕЯЛКА;Deere Orthman Planter (DR12, DR16, DR18, DR24)(S.N. 760101- ) - PC12244
DR18 - СЕЯЛКА;Deere Orthman Planter (DR12, DR16, DR18, DR24)(S.N. 760101- ) - PC12244
CCS - СЕЯЛКА;Deere Orthman Planter (DR12, DR16, DR18, DR24)(S.N. 760101- ) - PC12244
DR24 - СЕЯЛКА;Deere Orthman Planter (DR12, DR16, DR18, DR24)(S.N. 760101- ) - PC12244
DR16 - СЕЯЛКА;Deere Orthman Planter (DR12, DR16, DR18, DR24)(S.N. 760101- ) - PC12244
CCS - СЕЯЛКА;1725 CCS Stack Fold Planter (S.N. 760101- ) - PC12233
1725 - СЕЯЛКА;1725 CCS Stack Fold Planter (S.N. 760101- ) - PC12233
1725C - СЕЯЛКА;1725C Planter - PC12979
1725NT - СЕЯЛКА;1725NT Narrow Transport Planter (North America Edition) - PC12869
1775NT - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 794101- )(Russian) - PC16139
1775NT - СЕЯЛКА;1775NT Narrow Transport 16-Row Planter (S.N. 794101- )(Russian) - PC16140
1775NT - СЕЯЛКА;1775NT Narrow Transport 24-Row Planter (S.N. 794101- )(Russian) - PC16141
1795 - СЕЯЛКА;1795 Front Fold Planter (23/24 Rows, 15-Inch Spacing)(S.N. 794101- )(Russian) - PC16142
1795 - СЕЯЛКА;1795 Front Fold Planter (24 Rows, 20-Inch Spacing)(S.N. 794101- )(Russian) - PC16144
1795 - СЕЯЛКА;1795 Front Fold Planter (31/32 Rows, 15-Inch Spacing)(S.N. 794101- )(Russian) - PC16143
DB37 - СЕЯЛКА;DB37 Planter (16 Rows, 70cm spacing) (Russian) - PC10774
DB37 - СЕЯЛКА;DB37 Planter (24 Rows, 45cm spacing) (Russian) - PC10775
CONVERTIBLE - СЕЯЛКА;DB41C Convertible Planter (24/33 Rows, 52.5/38cm spacing) - PC11546
DB41C - СЕЯЛКА;DB41C Convertible Planter (24/33 Rows, 52.5/38cm spacing) - PC11546
DB44 - СЕЯЛКА;DB44 Planter (24 Rows, 22-Inch Spacing)(S.N. 794101- )(Russian) - PC16152
DB55 - СЕЯЛКА;DB55 Planter (24 Rows, 70cm spacing) (Russian) - PC10776
DB60 - СЕЯЛКА;DB60 Planter (24 Rows, 30 Inch Spacing)(S.N. 794101- )(Russian) - PC16145
DB60 - СЕЯЛКА;DB60 Planter (24/47 or 48 Rows, 30/15-Inch Spacing)(S.N. 794101- )(Russian) - PC16147
DB60 - СЕЯЛКА;DB60 Planter (36 Rows, 20 Inch Spacing)(S.N. 794101- )(Russian) - PC16146
DB - СЕЯЛКА;DB62 Planter (36 Rows, 52.5cm Spacing) - PC10772
DB62 - СЕЯЛКА;DB62 Planter (36 Rows, 52.5cm Spacing) - PC10772
DB66 - СЕЯЛКА;DB66 Planter (36 Rows, 22-Inch Spacing)(S.N. 794101- )(Russian) - PC16153
